stationid,latitude,longitude,country,min_year,max_year
"51463099999,43.783333300000002,87.616666600000002,CHINA,""1981"",""2021"""
"44265099999,46.116666600000002,91.466666599999996,MONGOLIA,""1984"",""2021"""
"30230099999,57.766666700000002,108.066666699999999,RUSSIA,""1981"",""2021"""
"29759099999,54.333333300000000,89.283333299999995,RUSSIA,""1981"",""2021"""
"52754099999,37.333333300000000,100.133333300000004,CHINA,""1981"",""2021"""
"36208099999,50.333333300000000,83.549999999999997,KAZAKHSTAN,""1981"",""2020"""
"51495099999,43.216666600000003,91.733333299999998,CHINA,""1981"",""2021"""
"38799099999,38.083333300000000,62.799999999999997,TURKMENISTAN,""1981"",""2021"""
"29625099999,55.100000000000001,80.966666599999996,RUSSIA,""1981"",""2017"""
"29605099999,55.200000000000003,76.018888899999993,RUSSIA,""1981"",""2021"""
"28748099999,54.083333300000000,61.616666600000002,RUSSIA,""1981"",""2021"""
"28791099999,54.633333299999997,72.433333300000001,RUSSIA,""1981"",""2016"""
"53593099999,39.833333300000000,114.566666600000005,CHINA,""1981"",""2021"""
"29846099999,53.733333299999998,87.183333300000001,RUSSIA,""1981"",""2016"""
"28966099999,52.816666599999998,66.966666599999996,KAZAKHSTAN,""1981"",""2021"""
"35217099999,50.250000000000000,52.566666599999998,KAZAKHSTAN,""1981"",""2021"""
"30745099999,52.533333300000002,111.549999999999997,RUSSIA,""1981"",""2021"""
"44284099999,46.700000000000003,100.133333300000004,MONGOLIA,""1981"",""2021"""
"28766099999,54.366666600000002,66.966666599999996,KAZAKHSTAN,""1981"",""2021"""
"50727099999,47.166666599999999,119.933333300000001,CHINA,""1981"",""2021"""
"38565099999,40.549999999999997,65.683333300000001,UZBEKISTAN,""1981"",""2021"""
"30949099999,49.566666599999998,111.966666599999996,RUSSIA,""1981"",""2021"""
"34798099999,46.600000000000001,49.266666600000001,KAZAKHSTAN,""1981"",""2021"""
"24944099999,60.399999999999999,120.416666599999999,RUSSIA,""1981"",""2021"""
"38198099999,43.266666600000001,68.216666599999996,KAZAKHSTAN,""1981"",""2021"""
"30961099999,50.950000000000003,115.583333300000007,RUSSIA,""1981"",""2017"""
"38353099999,42.850000000000001,74.533333299999995,KYRGYZSTAN,""1981"",""2021"""
"52908099999,35.216666600000003,93.083333300000007,CHINA,""1981"",""2021"""
"52436099999,40.266666600000001,97.033333299999995,CHINA,""1981"",""2021"""
"29822099999,53.816666599999998,81.266666599999994,RUSSIA,""1981"",""2017"""
"44341099999,45.766666600000001,106.283333299999995,MONGOLIA,""1981"",""2021"""
"30337099999,56.316666599999998,107.616666600000002,RUSSIA,""1981"",""2021"""
"29766099999,54.366666600000002,92.133333300000004,RUSSIA,""1981"",""2021"""
"53391099999,41.899999999999999,114.000000000000000,CHINA,""1981"",""2021"""
"53352099999,41.700000000000003,110.433333300000001,CHINA,""1981"",""2021"""
"28076099999,59.600000000000001,69.283333299999995,RUSSIA,""1981"",""2021"""
"28867099999,53.316666599999998,65.549999999999997,KAZAKHSTAN,""1981"",""2021"""
"29736099999,54.333333300000000,84.216666599999996,RUSSIA,""1981"",""2021"""
"28064099999,59.616666600000002,65.716666599999996,RUSSIA,""1981"",""2021"""
"30879099999,51.316666599999998,119.616666600000002,RUSSIA,""1981"",""2021"""
"38392099999,41.750000000000000,59.816666699999999,TURKMENISTAN,""1981"",""2021"""
"52681099999,38.633333299999997,103.083333300000007,CHINA,""1981"",""2021"""
"28786099999,54.366666600000002,71.750000000000000,RUSSIA,""1981"",""2021"""
"29654099999,55.216666600000003,87.650000000000006,RUSSIA,""1981"",""2021"""
"29418099999,56.350000000000001,78.349999999999994,RUSSIA,""1981"",""2021"""
"35671099999,47.799999999999997,67.716666599999996,KAZAKHSTAN,""1981"",""2021"""
"44288099999,46.266666600000001,102.783333299999995,MONGOLIA,""1981"",""2021"""
"36022099999,52.016666600000001,80.366666600000002,RUSSIA,""1981"",""2021"""
"38683099999,39.716666600000003,64.616666600000002,UZBEKISTAN,""1984"",""2021"""
"52713099999,37.850000000000001,95.366666600000002,CHINA,""1981"",""2021"""
"35406099999,49.049999999999997,51.866666600000002,KAZAKHSTAN,""1981"",""2021"""
"54405099999,40.416666599999999,115.500000000000000,CHINA,""1981"",""2021"""
"35085099999,52.000000000000000,70.950000000000003,KAZAKHSTAN,""1981"",""2021"""
"44282099999,47.450000000000003,101.466666599999996,MONGOLIA,""1981"",""2021"""
"23914099999,60.399999999999999,56.516666600000001,RUSSIA,""1981"",""2021"""
"38232099999,42.966666600000003,54.116666600000002,KAZAKHSTAN,""1981"",""2021"""
"52836099999,36.299999999999997,98.099999999999994,CHINA,""1981"",""2021"""
"35302099999,50.200000000000003,51.166666599999999,KAZAKHSTAN,""1981"",""2021"""
"29551099999,56.183333300000001,87.683333300000001,RUSSIA,""1981"",""2021"""
"30965099999,50.399999999999999,116.516666599999994,RUSSIA,""1981"",""2021"""
"52737099999,37.366666600000002,97.366666600000002,CHINA,""1981"",""2021"""
"38915099999,37.516666600000001,66.016666599999994,TURKMENISTAN,""1981"",""2021"""
"24738099999,62.149999999999999,117.650000000000006,RUSSIA,""1981"",""2021"""
"53614099999,38.483333299999998,106.216666700000005,CHINA,""1981"",""2021"""
"29712099999,54.700000000000003,78.666666599999999,RUSSIA,""1981"",""2021"""
"38149099999,43.083333300000000,58.933333300000001,UZBEKISTAN,""1981"",""2021"""
"30603099999,53.933333300000001,102.049999999999997,RUSSIA,""1981"",""2021"""
"35037099999,51.866666600000002,58.183333300000001,RUSSIA,""1981"",""2021"""
"35849099999,45.766666600000001,62.116666600000002,KAZAKHSTAN,""1981"",""2021"""
"36064099999,51.766666600000001,87.599999999999994,RUSSIA,""1981"",""2021"""
"38933099999,37.816666599999998,68.783333299999995,TAJIKISTAN,""1983"",""2021"""
"24817099999,61.266666600000001,108.016666599999994,RUSSIA,""1981"",""2021"""
"38974099999,36.533333300000002,61.216666600000003,TURKMENISTAN,""1981"",""2021"""
"29827099999,53.266666600000001,80.766666599999994,RUSSIA,""1981"",""2021"""
"44336099999,45.450000000000003,103.900000000000006,MONGOLIA,""1984"",""2021"""
"44352099999,45.733333299999998,112.366666600000002,MONGOLIA,""1981"",""2021"""
"36859099999,44.166666599999999,80.066666600000005,KAZAKHSTAN,""1981"",""2021"""
"38656099999,39.316666599999998,58.600000000000001,TURKMENISTAN,""1981"",""2021"""
"50527099999,49.250000000000000,119.700000000000003,CHINA,""1981"",""2016"""
"29838099999,53.363774999999997,83.538533000000001,RUSSIA,""1981"",""2021"""
"28698099999,54.967041999999999,73.310513999999998,RUSSIA,""1981"",""2021"""
"30686099999,53.466666600000003,122.400000000000006,RUSSIA,""1981"",""2017"""
"35969099999,45.250000000000000,67.066666600000005,KAZAKHSTAN,""1981"",""2021"""
"29724099999,54.333333300000000,80.466666599999996,RUSSIA,""1981"",""2021"""
"38806099999,38.466666600000003,64.366666600000002,TURKMENISTAN,""1984"",""2021"""
"38774099999,38.433333300000001,57.416666599999999,TURKMENISTAN,""1984"",""2021"""
"38696099999,39.700547000000000,66.983829000000000,UZBEKISTAN,""1981"",""2021"""
"30372099999,56.899999999999999,118.266666599999994,RUSSIA,""1981"",""2021"""
"38880099999,37.986814000000003,58.360967000000002,TURKMENISTAN,""1981"",""2021"""
"36034099999,51.575555600000001,81.216666599999996,RUSSIA,""1981"",""2021"""
"53513099999,40.766666600000001,107.400000000000006,CHINA,""1981"",""2021"""
"28722099999,54.557510999999998,55.874417000000001,RUSSIA,""1981"",""2021"""
"30777099999,52.233333299999998,117.700000000000003,RUSSIA,""1981"",""2021"""
"29557099999,55.750000000000000,88.316666600000005,RUSSIA,""1981"",""2017"""
"34186099999,51.366666600000002,48.299999999999997,RUSSIA,""1981"",""2017"""
"23955099999,60.433333300000001,77.866666600000002,RUSSIA,""1981"",""2021"""
"28541099999,56.083333300000000,60.299999999999997,RUSSIA,""1981"",""2021"""
"30731099999,52.983333299999998,108.283333299999995,RUSSIA,""1981"",""2021"""
"36259099999,50.016666600000001,88.683333300000001,RUSSIA,""1981"",""2021"""
"44275099999,46.833333300000000,98.083333300000007,MONGOLIA,""1984"",""2021"""
"29789099999,54.216666600000003,96.966666599999996,RUSSIA,""1981"",""2021"""
"27595099999,55.606186000000001,49.278728000000001,RUSSIA,""1981"",""2021"""
"38763099999,38.983333299999998,56.283333300000002,TURKMENISTAN,""1981"",""2021"""
"29405099999,56.600000000000001,76.566666600000005,RUSSIA,""1981"",""2021"""
"38583099999,40.816666599999998,68.683333300000001,UZBEKISTAN,""1981"",""2021"""
"29636099999,55.233333299999998,84.400000000000006,RUSSIA,""1981"",""2021"""
"51730099999,40.500000000000000,81.049999999999997,CHINA,""1981"",""2021"""
"29576099999,55.816666599999998,94.299999999999997,RUSSIA,""1981"",""2021"""
"53529099999,39.100000000000001,107.983333299999998,CHINA,""1981"",""2021"""
"38439099999,41.366666600000002,68.000000000000000,KAZAKHSTAN,""1981"",""2021"""
"29282099999,58.383333299999997,97.450000000000003,RUSSIA,""1981"",""2021"""
"23921099999,60.683333300000001,60.450000000000003,RUSSIA,""1981"",""2021"""
"44354099999,44.899999999999999,110.116666600000002,MONGOLIA,""1981"",""2021"""
"35532099999,48.633333299999997,58.500000000000000,KAZAKHSTAN,""1981"",""2021"""
"54311099999,41.933333300000001,117.750000000000000,CHINA,""1981"",""2021"""
"24923099999,60.716666600000003,114.883333300000004,RUSSIA,""1981"",""2021"""
"30612099999,54.000000000000000,103.066666600000005,RUSSIA,""1981"",""2021"""
"23884099999,61.600000000000001,90.016666599999994,RUSSIA,""1981"",""2021"""
"52652099999,39.083333300000000,100.283333299999995,CHINA,""1981"",""2021"""
"44294099999,47.299999999999997,107.483333299999998,MONGOLIA,""1981"",""2021"""
"44302099999,47.783333300000002,112.116666600000002,MONGOLIA,""1984"",""2021"""
"24639099999,63.283333300000002,118.333333300000007,RUSSIA,""1981"",""2021"""
"51644099999,41.716666600000003,82.950000000000003,CHINA,""1981"",""2021"""
"44313099999,47.616666600000002,118.616666600000002,MONGOLIA,""1984"",""2021"""
"35925099999,45.399999999999999,56.116666600000002,KAZAKHSTAN,""1981"",""2021"""
"23973099999,61.033333300000002,89.633333300000004,RUSSIA,""1982"",""2021"""
"53646099999,38.266666600000001,109.783333299999995,CHINA,""1981"",""2021"""
"38927099999,37.286667000000001,67.310000000000002,UZBEKISTAN,""1981"",""2021"""
"28334099999,57.350000000000001,58.216666600000003,RUSSIA,""1981"",""2021"""
"27679099999,54.816666599999998,46.583333300000000,RUSSIA,""1981"",""2021"""
"52495099999,40.750000000000000,104.500000000000000,CHINA,""1981"",""2021"""
"52323099999,41.799999999999997,97.033333299999995,CHINA,""1981"",""2021"""
"38647099999,39.250000000000000,55.516666600000001,TURKMENISTAN,""1981"",""2021"""
"29562099999,56.100000000000001,91.666666599999999,RUSSIA,""1981"",""2021"""
"29937099999,52.516666600000001,82.766666599999994,RUSSIA,""1981"",""2021"""
"44285099999,46.899999999999999,102.766666599999994,MONGOLIA,""1981"",""2021"""
"51711099999,40.933333300000001,78.450000000000003,CHINA,""1981"",""2021"""
"44304099999,47.316666599999998,110.633333300000004,MONGOLIA,""1981"",""2021"""
"28044099999,59.600000000000001,60.533333300000002,RUSSIA,""1981"",""2020"""
"24908099999,60.333333300000000,102.266666599999994,RUSSIA,""1981"",""2021"""
"53564099999,39.366666600000002,111.216666599999996,CHINA,""1981"",""2021"""
"35067099999,51.883333299999997,66.333333300000007,KAZAKHSTAN,""1981"",""2020"""
"34391099999,50.149999999999999,48.549999999999997,RUSSIA,""1981"",""2017"""
"29698099999,54.883333299999997,99.033333299999995,RUSSIA,""1981"",""2021"""
"30627099999,53.100000000000001,105.533333299999995,RUSSIA,""1981"",""2021"""
"50603099999,48.683333300000001,116.816666600000005,CHINA,""1981"",""2021"""
"51087099999,46.983333299999998,89.516666599999994,CHINA,""1981"",""2021"""
"44230099999,49.566666599999998,102.000000000000000,MONGOLIA,""1984"",""2021"""
"36535099999,48.750000000000000,82.366666600000002,KAZAKHSTAN,""1981"",""2021"""
"30971099999,50.916666599999999,117.933333300000001,RUSSIA,""1981"",""2017"""
"44215099999,49.016666600000001,91.716666599999996,MONGOLIA,""1984"",""2021"""
"44237099999,48.533333300000002,101.383333300000004,MONGOLIA,""1984"",""2021"""
"30975099999,50.333333300000000,119.066666600000005,RUSSIA,""1981"",""2021"""
