stationid,latitude,longitude,country,min_year,max_year
"65563099999,6.903167000000000,-5.365581000000000,COTE D'IVOIRE,""1981"",""2021"""
"61080099999,13.502530999999999,7.126753000000000,NIGER,""1981"",""2021"""
"64210099999,-4.385750000000000,15.444569000000000,ZAIRE,""1986"",""2021"""
"65560099999,6.792808000000000,-6.473189000000000,COTE D'IVOIRE,""1981"",""2021"""
"61695099999,12.555617000000000,-16.281783000000001,SENEGAL,""1981"",""2021"""
"65510099999,11.160056000000001,-4.330969000000000,BURKINA FASO,""1981"",""2021"""
"65338099999,7.166666600000000,2.066666600000000,BENIN,""1981"",""2021"""
"61699099999,12.572291999999999,-12.220333000000000,SENEGAL,""1981"",""2021"""
"61291099999,12.533543999999999,-7.949944000000000,MALI,""1981"",""2021"""
"65507099999,12.033333300000001,0.366666700000000,BURKINA FASO,""1981"",""2021"""
"64551099999,-0.704389000000000,10.245722000000001,GABON,""1981"",""2021"""
"61272099999,13.400000000000000,-6.150000000000000,MALI,""1981"",""2021"""
"61627099999,15.383333300000000,-15.116666700000000,SENEGAL,""1981"",""2021"""
"65502099999,13.566666700000001,-2.416666700000000,BURKINA FASO,""1981"",""2021"""
"61085099999,13.372894000000001,12.626685999999999,NIGER,""1988"",""2021"""
"61024099999,16.966666600000000,7.966666600000000,NIGER,""1981"",""2021"""
"65545099999,8.050000000000002,-2.783333300000000,COTE D'IVOIRE,""1981"",""2021"""
"65306099999,11.133333300000000,2.933333300000000,BENIN,""1981"",""2021"""
"61687099999,13.736817000000000,-13.653122000000000,SENEGAL,""1981"",""2021"""
"65594099999,4.746717000000000,-6.660817000000000,COTE D'IVOIRE,""1981"",""2021"""
"61017099999,18.683333300000001,12.916666599999999,NIGER,""1983"",""2021"""
"61096099999,13.233333300000000,11.983333300000000,NIGER,""1981"",""2021"""
"65522099999,10.333333300000000,-3.183333300000000,BURKINA FASO,""1981"",""2021"""
"61832099999,9.576889000000000,-13.611961000000001,GUINEA,""1990"",""2021"""
"64750099999,9.150000000000000,18.383333300000000,CHAD,""1991"",""2021"""
"61257099999,14.481669999999999,-11.439700000000000,MALI,""1981"",""2021"""
"65592099999,4.416666700000001,-7.366666700000000,COTE D'IVOIRE,""1981"",""2021"""
"61679099999,14.146881000000000,-16.051297000000002,SENEGAL,""1981"",""2021"""
"61233099999,15.166666700000000,-7.283333300000000,MALI,""1981"",""2021"""
"61293099999,12.383333300000000,-5.466666700000000,MALI,""1981"",""2021"""
"61052099999,13.481547000000001,2.183614000000000,NIGER,""1981"",""2021"""
"64450099999,-4.251700000000000,15.253031000000000,CONGO,""1981"",""2021"""
"65599099999,4.950000000000000,-6.083333300000000,COTE D'IVOIRE,""1981"",""2021"""
"65319099999,10.316666700000001,1.383333300000000,BENIN,""1981"",""2021"""
"65578099999,5.261386000000000,-3.926294000000000,COTE D'IVOIRE,""1981"",""2021"""
"61049099999,14.250000000000000,13.116666600000000,NIGER,""1981"",""2021"""
"61415099999,20.933067000000001,-17.029955999999999,MAURITANIA,""1981"",""2021"""
"61230099999,15.233333300000000,-9.350000000000000,MALI,""1981"",""2021"""
"61666099999,14.650000000000000,-16.233333300000002,SENEGAL,""1981"",""2021"""
"65330099999,9.350000000000000,2.616666700000000,BENIN,""1981"",""2021"""
"65387099999,6.165611000000000,1.254511000000000,TOGO,""1981"",""2021"""
