"stationid","latitude","longitude","elevation","name","country"
"59559099999","22","120.75",24,"HENGCHUN","CHINA"
"59562099999","22.75","121.15",10,"TAIDONG","CHINA"
"59567099999","22.0333333","121.55",325,"LAN YU","CHINA"
"59632099999","21.95","108.6166666",6,"QINZHOU","CHINA"
"59644099999","21.4833333","109.1",16,"BEIHAI","CHINA"
"59658099999","21.2166667","110.4",28,"ZHANJIANG","CHINA"
"59663099999","21.8666666","111.9666666",22,"YANGJIANG","CHINA"
"59673099999","21.7333333","112.7666666",18,"SHANGCHUAN DAO","CHINA"
"59758099999","20","110.25",24,"HAIKOU","CHINA"
"59792099999","20.6666666","116.7166666",6,"DONGSHA DAO","CHINA"
"59838099999","19.1","108.6166666",8,"DONGFANG","CHINA"
"59845099999","19.5166666","109.5833333",169,"DANXIAN","CHINA"
"59855099999","19.2333333","110.4666666",25,"QIONGHAI","CHINA"
"59948099999","18.2166666","109.5833333",7,"SANYA","CHINA"
"59981099999","16.8333333","112.3333333",5,"XISHA DAO","CHINA"
"59985099999","16.5333333","111.6166666",5,"SANHU DAO","CHINA"
"59997099999","10.3833333","114.3666666",5,"NANSHA DAO","CHINA"
"60001099999","27.814847","-17.887056",31,"HIERRO","SPAIN"
"60005099999","28.626478","-17.755611",33,"LA PALMA","SPAIN"
"60015099999","28.482653","-16.341536",632,"TENERIFE NORTE","SPAIN"
"60020099999","28.45","-16.25",36,"STA. CRUZ DE TENERIFE","SPAIN"
"60025099999","28.044475","-16.572489",64,"TENERIFE SUR","SPAIN"
"60030099999","27.931886","-15.386586",24,"GRAN CANARIA","SPAIN"
"60035099999","28.452717","-13.863761",25,"FUERTEVENTURA","SPAIN"
"60040099999","28.945464","-13.605225",14,"LANZAROTE","SPAIN"
"60060099999","29.368983","-10.180267",59,"SIDI IFNI","MOROCCO"
"60101099999","35.726917","-5.916889",19,"IBN BATOUTA","MOROCCO"
"60105099999","35.15","-6.1",49,"LARACHE","MOROCCO"
"60107099999","35.177103","-3.839525",27,"CHERIF EL IDRISSI","MOROCCO"
"60115099999","34.78715","-1.923986",468,"ANGADS","MOROCCO"
"60127099999","34.2166667","-4",510,"TAZA","MOROCCO"
"60135099999","34.051467","-6.751519",84,"SALE","MOROCCO"
"60141099999","33.927261","-4.977958",579,"SAISS","MOROCCO"
"60150099999","33.879067","-5.515125",576,"BASSATINE","MOROCCO"
"60155099999","33.556981","-7.660492",62,"ANFA","MOROCCO"
"60156099999","33.367467","-7.589967",200,"MOHAMMED V","MOROCCO"
"60185099999","32.2833333","-9.2333333",45,"SAFI","MOROCCO"
"60191099999","32.3666666","-6.4",472,"BENI MELLAL","MOROCCO"
"60195099999","32.6833333","-4.7333333",1515,"MIDELT","MOROCCO"
"60210099999","31.9475","-4.398333",1045,"MOULAY ALI CHERIF","MOROCCO"
"60230099999","31.606886","-8.0363",468,"MENARA","MOROCCO"
"60252099999","30.324997","-9.413067",76,"AL MASSIRA","MOROCCO"
"60265099999","30.939053","-6.909431",1153,"OUARZAZATE","MOROCCO"
"60285099999","28.448194","-11.161347",199,"PLAGE BLANCHE","MOROCCO"
"60318099999","35.594333","-5.320019",3,"SANIAT RMEL","MOROCCO"
"60338099999","35.279817","-2.956256",48,"MELILLA","SPAIN"
"60340099999","34.9833333","-3.0166666",177,"NADOR AROUI","MOROCCO"
"60351099999","36.795136","5.873608",11,"FERHAT ABBAS AIRPORT","ALGERIA"
"60355099999","36.9333333","6.95",7,"SKIKDA","ALGERIA"
"60360099999","36.822225","7.809167",5,"ANNABA","ALGERIA"
"60390099999","36.691014","3.215408",25,"HOUARI BOUMEDIENE","ALGERIA"
"60402099999","36.711997","5.069922",6,"SOUMMAM","ALGERIA"
"60419099999","36.276028","6.620386",690,"MOHAMED BOUDIAF INTERNATIONAL","ALGERIA"
"60425099999","36.212658","1.331775",141,"ECH CHELIFF","ALGERIA"
"60430099999","36.3","2.2333333",721,"MILIANA","ALGERIA"
"60444099999","36.0666666","4.6666666",957,"BORDJ BOU ARRERIDJ","ALGERIA"
"60445099999","36.178128","5.324494",1050,"SETIF AIN ARNAT","ALGERIA"
"60457099999","35.8833333","0.1166666",138,"MOSTAGANEM","ALGERIA"
"60468099999","35.7521056","6.3085889",822,"BATNA","ALGERIA"
"60475099999","35.431611","8.120717",811,"CHEIKH LARBI TEBESSI","ALGERIA"
"60490099999","35.623858","-0.621183",90,"ES SENIA","ALGERIA"
"60507099999","35.207725","0.147142",514,"GHRISS","ALGERIA"
"60511099999","35.341136","1.463147",989,"BOU CHEKIF","ALGERIA"
"60515099999","35.3325","4.206389",459,"BOU SAADA","ALGERIA"
"60518099999","35.3","-1.35",70,"BENI SAF","ALGERIA"
"60522099999","34.82","-1.77",426,"MAGHNIA","ALGERIA"
"60525099999","34.793289","5.738231",88,"BISKRA","ALGERIA"
"60531099999","35.016667","-1.45",248,"ZENATA","ALGERIA"
"60535099999","34.6833333","3.25",1144,"DJELFA TLETSI","ALGERIA"
"60536099999","34.8666666","0.15",752,"SAIDA","ALGERIA"
"60545099999","33.764025","2.927297",765,"LAGHOUAT","ALGERIA"
"60549099999","33.535853","-0.242353",1175,"MECHERIA","ALGERIA"
"60550099999","33.7166667","1.0833333",1347,"EL BAYADH","ALGERIA"
"60555099999","33.067803","6.088672",85,"SIDI MAHDI","ALGERIA"
"60559099999","33.511397","6.776794",62,"GUEMAR","ALGERIA"
"60560099999","32.7666666","-0.6",1059,"AIN SEFRA","ALGERIA"
"60566099999","32.384106","3.794114",461,"NOUMERAT","ALGERIA"
"60571099999","31.645744","-2.269861",811,"BECHAR","ALGERIA"
"60580099999","31.917223","5.412778",150,"OUARGLA","ALGERIA"
"60581099999","31.672972","6.140444",141,"OUED IRARA","ALGERIA"
"60590099999","30.571294","2.859586",398,"EL GOLEA","ALGERIA"
"60602099999","30.1333333","-2.1666666",505,"BENI ABBES","ALGERIA"
"60607099999","29.237119","0.276033",313,"TIMIMOUN","ALGERIA"
"60611099999","28.05155","9.642911",563,"IN AMENAS","ALGERIA"
"60620099999","27.837589","-0.186414",280,"TOUAT CHEIKH SIDI MOHAMED BELKEBIR","ALGERIA"
"60640099999","26.723536","8.622653",542,"ILLIZI TAKHAMALT","ALGERIA"
"60656099999","27.700372","-8.167103",443,"TINDOUF","ALGERIA"
"60670099999","24.292767","9.452444",968,"TISKA","ALGERIA"
"60680599999","22.8","5.45",1412,"TAMANRASSET","ALGERIA"
"60710099999","36.98","8.876944",70,"TABARKA 7 NOVEMBRE","TUNISIA"
"60714099999","37.245447","9.791453",6,"SIDI AHMED AIR BASE","TUNISIA"
"60715099999","36.851033","10.227217",7,"CARTHAGE","TUNISIA"
"60720099999","36.85","11.0833333",30,"KELIBIA","TUNISIA"
"60725099999","36.4833333","8.8",144,"JENDOUBA","TUNISIA"
"60734099999","36.0666666","9.3666666",445,"SILIANA","TUNISIA"
"60735099999","35.6666667","10.1",68,"KAIROUAN","TUNISIA"
"60738099999","35.55","8.6833333",1092,"THALA","TUNISIA"
"60740099999","35.6666666","10.75",2,"MONASTIR SKANES","TUNISIA"
"60740399999","35.758056","10.754722",3,"HABIB BOURGUIBA INTERNATIONAL","TUNISIA"
"60745099999","34.422022","8.822503",323,"GAFSA","TUNISIA"
"60748099999","35","9.4833333",355,"SIDI BOUZID","TUNISIA"
"60750099999","34.717953","10.690972",26,"THYNA","TUNISIA"
"60760099999","33.939722","8.110556",87,"NEFTA","TUNISIA"
"60765099999","33.876919","10.103333",8,"GABES","TUNISIA"
"60769099999","33.875031","10.775461",6,"ZARZIS","TUNISIA"
"60770099999","33.35","10.4833333",117,"MEDENINE","TUNISIA"
"60775099999","32.306156","10.382108",306,"REMADA","TUNISIA"
"60780099999","31.704281","9.254619",252,"EL BORMA","TUNISIA"
"61017099999","18.6833333","12.9166666",357,"BILMA","NIGER"
"61024099999","16.9666666","7.9666666",505,"AGADEZ","NIGER"
"61036099999","14.2","1.45",210,"TILLABERY","NIGER"
"61043099999","14.875658","5.265358",386,"TAHOUA","NIGER"
"61045099999","13.9833333","10.3",460,"GOURE","NIGER"
"61049099999","14.25","13.1166666",286,"N GUIGMI","NIGER"
"61052099999","13.481547","2.183614",223,"DIORI HAMANI","NIGER"
"61075099999","13.8","5.25",273,"BIRNI N KONNI","NIGER"
"61080099999","13.502531","7.126753",378,"MARADI","NIGER"
"61085099999","13.372894","12.626686",303,"DIFFA","NIGER"
"61090099999","13.778997","8.983761",462,"ZINDER","NIGER"
"61091099999","12.9833333","8.9333333",403,"MAGARIA","NIGER"
"61096099999","13.2333333","11.9833333",338,"MAINE SOROA","NIGER"
"61099099999","11.8833333","3.45",202,"GAYA","NIGER"
"61230099999","15.2333333","-9.35",237,"NIORO DU SAHEL","MALI"
"61233099999","15.1666667","-7.2833333",265,"NARA KEIBANE","MALI"
"61257099999","14.48167","-11.4397",52,"KAYES DAG DAG","MALI"
"61265099999","14.512803","-4.079561",276,"AMBODEDJO","MALI"
"61270099999","13.0666667","-9.4666667",334,"KITA","MALI"
"61272099999","13.4","-6.15",289,"SEGOU","MALI"
"61291099999","12.533544","-7.949944",380,"SENOU","MALI"
"61293099999","12.3833333","-5.4666667",367,"KOUTIALA","MALI"
"61296099999","11.4166667","-7.5",351,"BOUGOUNI","MALI"
"61297099999","11.35","-5.6833333",375,"SIKASSO","MALI"
"61415099999","20.933067","-17.029956",5,"NOUADHIBOU","MAURITANIA"
"61442099999","18.097856","-15.947956",2,"NOUAKCHOTT","MAURITANIA"
"61498099999","16.589983","-11.406208",129,"KIFFA","MAURITANIA"
"61600099999","16.050761","-16.463172",3,"SAINT LOUIS","SENEGAL"
"61612099999","16.65","-14.9666667",7,"PODOR","SENEGAL"
"61627099999","15.3833333","-15.1166667",21,"LINGUERE","SENEGAL"
"61630099999","15.65","-13.25",17,"MATAM OURO SOGUI","SENEGAL"
"61641099999","14.739708","-17.490225",26,"LEOPOLD SEDAR SENGHOR INTERNATIONAL","SENEGAL"
"61666099999","14.65","-16.2333333",9,"DIOURBEL","SENEGAL"
"61679099999","14.146881","-16.051297",8,"KAOLACK","SENEGAL"
"61687099999","13.736817","-13.653122",49,"TAMBACOUNDA","SENEGAL"
"61695099999","12.555617","-16.281783",23,"ZIGUINCHOR","SENEGAL"
"61697099999","12.4102","-16.746125",16,"CAP SKIRING","SENEGAL"
"61698099999","12.8833333","-14.9666667",10,"KOLDA","SENEGAL"
"61699099999","12.572292","-12.220333",178,"KEDOUGOU","SENEGAL"
"61701099999","13.337961","-16.652206",29,"BANJUL INTERNATIONAL","GAMBIA"
"61832099999","9.576889","-13.611961",22,"CONAKRY","GUINEA"
"61901099999","-15.9333333","-5.6666666",436,"ST. HELENA IS.","ST. HELENA"
"61902099999","-7.969597","-14.393664",85,"ASCENSION AUX AF","ST. HELENA"
"61967070701","-7.3","72.4",4,"DIEGO GARCIA NAF","BRITISH INDIAN OCEAN TERRITORY"
"61968099999","-11.5833333","47.2833333",4,"ILES GLORIEUSES","FRENCH SOUTHERN AND ANTARCTIC LANDS"
"61970099999","-17.05","42.7166666",10,"ILE JUAN DE NOVA","JUAN DE NOVA ISLAND"
"61972099999","-22.3333333","40.3333333",6,"ILE EUROPA","EUROPA ISLAND"
"61974099999","-10.4333333","56.6",4,"AGALEGA","MAURITIUS"
"61976099999","-15.8833333","54.5166666",13,"SERGE FROLOW ILE TROMELIN","TROMELIN ISLAND"
"61980099999","-20.8871","55.510308",20,"ST DENIS GILLOT",NULL
"61984099999","-21.320903","55.424956",18,"ST PIERRE PIERREFONDS",NULL
"61986099999","-16.45","59.6166666",4,"ST. BRANDON ST. RAPHAEL","MAURITIUS"
"61988099999","-19.757658","63.360983",29,"PLAINE CORAIL","MAURITIUS"
"61990099999","-20.430235","57.6836",57,"SIR SEEWOOSAGUR RAMGOOLAM INTERNATIONAL","MAURITIUS"
"61995099999","-20.3","57.4666666",425,"VACOAS MAURITIUS","MAURITIUS"
"61996099999","-37.8","77.5333333",29,"MARTIN DE VIVIES ILE AMSTERDAM","FRENCH SOUTHERN AND ANTARCTIC LANDS"
"61997099999","-46.4333333","51.85",142,"ALFRED FAURE ILES CROZET","FRENCH SOUTHERN AND ANTARCTIC LANDS"
"61998099999","-49.35","70.25",30,"PORT AUX FRANCAIS ILES KERGUELEN","FRENCH SOUTHERN AND ANTARCTIC LANDS"
"62002099999","31.5144444","10.5977778",621,"NALUT","LIBYA"
"62007099999","32.5552778","12.0555556",4,"ZUARA","LIBYA"
"62016099999","32.2425","15.0211111",33,"MISURATA","LIBYA"
"62019099999","31.2","16.5833333",14,"SIRTE","LIBYA"
"62053099999","32.096786","20.269472",132,"BENINA AIRPORT","LIBYA"
"62103099999","30.151695","9.715305",342,"GHADAMES EAST","LIBYA"
"62131099999","29.1166666","15.95",267,"HON","LIBYA"
"62271099999","24.178728","23.313958",417,"KUFRA","LIBYA"
"62306099999","31.325356","27.221689",29,"MERSA MATRUH","EGYPT"
"62318099999","31.183903","29.948889",-2,"ALEXANDRIA INTERNATIONAL","EGYPT"
"62333099999","31.2666667","32.3",6,"PORT SAID","EGYPT"
"62337099999","31.073333","33.835833",37,"EL ARISH INTERNATIONAL","EGYPT"
"62366099999","30.121944","31.405556",116,"CAIRO INTERNATIONAL","EGYPT"
"62387099999","28.0833333","30.7333333",37,"MINYA","EGYPT"
"62393099999","27.046508","31.011983",235,"ASYUT INTERNATIONAL","EGYPT"
"62405099999","25.671028","32.706583",90,"LUXOR INTERNATIONAL","EGYPT"
"62414099999","23.964356","32.819975",202,"ASWAN INTERNATIONAL","EGYPT"
"62417099999","29.2","25.4833333",-15,"SIWA","EGYPT"
"62420099999","28.3333333","28.8666666",130,"BAHARIA","EGYPT"
"62432099999","25.5","28.9666666",117,"DAKHLA","EGYPT"
"62435099999","25.45","30.5333333",73,"KHARGA","EGYPT"
"62440099999","30.6","32.25",12,"ISMAILIA","EGYPT"
"62459099999","28.209028","33.645517",35,"EL TOR","EGYPT"
"62463099999","27.178317","33.799436",16,"HURGHADA INTERNATIONAL","EGYPT"
"62465099999","26.1333333","34.25",11,"KOSSEIR","EGYPT"
"62721099999","15.589497","32.553161",386,"KHARTOUM","SUDAN"
"63450099999","8.977889","38.799319",2326,"BOLE INTERNATIONAL","ETHIOPIA"
"63612099999","3.121967","35.608692",523,"LODWAR","KENYA"
"63661099999","0.971989","34.958556",1850,"KITALE","KENYA"
"63671099999","1.733239","40.091606",235,"WAJIR","KENYA"
"63686099999","0.4833333","35.3",2120,"ELDORET","KENYA"
"63695099999","0.0833333","37.65",1554,"MERU","KENYA"
"63708099999","-0.086139","34.728892",1209,"KISUMU","KENYA"
"63714099999","-0.2666667","36.1",1901,"NAKURU","KENYA"
"63717099999","-0.5","36.9666667",1759,"NYERI","KENYA"
"63720099999","-0.5","37.45",1493,"EMBU","KENYA"
"63723099999","-0.463508","39.648297",148,"GARISSA","KENYA"
"63740099999","-1.319239","36.927775",1624,"NAIROBI JKIA","KENYA"
"63756099999","-2.444486","32.932667",1147,"MWANZA","TANZANIA"
"63766099999","-2.2833333","37.8333333",1000,"MAKINDU","KENYA"
"63791099999","-3.429406","37.074461",894,"KILIMANJARO INTERNATIONAL","TANZANIA"
"63793099999","-3.4","38.5666667",579,"VOI","KENYA"
"63799099999","-3.229306","40.101667",25,"MALINDI","KENYA"
"63820099999","-4.034833","39.59425",61,"MOMBASA MOI INTERNATIONAL","KENYA"
"63894099999","-6.878111","39.202625",55,"MWALIMU JULIUS K NYERERE INTERNATIONAL","TANZANIA"
"63980099999","-4.674342","55.521839",3,"SEYCHELLES INTERNATIONAL","SEYCHELLES"
"64210099999","-4.38575","15.444569",313,"NDJILI INTERNATIONAL","ZAIRE"
"64400099999","-4.816028","11.886597",17,"POINTE NOIRE","CONGO"
"64450099999","-4.2517","15.253031",319,"MAYA MAYA","CONGO"
"64500099999","0.4586","9.412283",12,"LEON M BA","GABON"
"64501099999","-0.711739","8.754383",4,"PORT GENTIL","GABON"
"64551099999","-0.704389","10.245722",25,"LAMBARENE","GABON"
"64650099999","4.398475","18.518786",368,"BANGUI M POKO","CENTRAL AFRICAN REPUBLIC"
"64700099999","12.133689","15.034019",295,"NDJAMENA HASSAN DJAMOUS","CHAD"
"64750099999","9.15","18.3833333",365,"SARH CIV MIL","CHAD"
"64860099999","9.335892","13.370103",242,"GAROUA","CAMEROON"
"64910099999","4.006081","9.719481",10,"DOUALA","CAMEROON"
"65306099999","11.1333333","2.9333333",292,"KANDI","BENIN"
"65319099999","10.3166667","1.3833333",461,"NATITINGOU","BENIN"
"65330099999","9.35","2.6166667",393,"PARAKOU","BENIN"
"65335099999","8.0333333","2.4666667",200,"SAVE","BENIN"
"65338099999","7.1666666","2.0666666",167,"BOHICON","BENIN"
"65344099999","6.357228","2.384353",6,"CADJEHOUN","BENIN"
"65352099999","10.3666667","0.4666667",146,"MANGO SANSANNE","TOGO"
"65355099999","9.767333","1.09125",462,"NIAMTOUGOU INTERNATIONAL","TOGO"
"65361099999","8.9833333","1.15",387,"SOKODE","TOGO"
"65376099999","7.5833333","1.1166667",402,"ATAKPAME AKPAKA","TOGO"
"65387099999","6.165611","1.254511",22,"GNASSINGBE EYADEMA INTERNATIONAL","TOGO"
"65472099999","5.605186","-0.166786",62,"KOTOKA INTERNATIONAL","GHANA"
"65501099999","14.0333333","-0.0333333",277,"DORI","BURKINA FASO"
"65502099999","13.5666667","-2.4166667",336,"OUAHIGOUYA","BURKINA FASO"
"65503099999","12.353194","-1.512417",316,"OUAGADOUGOU","BURKINA FASO"
"65505099999","12.4666667","-3.4833333",300,"DEDOUGOU","BURKINA FASO"
"65507099999","12.0333333","0.3666667",309,"FADA N GOURMA","BURKINA FASO"
"65510099999","11.160056","-4.330969",461,"BOBO DIOULASSO","BURKINA FASO"
"65516099999","11.75","-2.9333333",271,"BOROMO","BURKINA FASO"
"65518099999","11.15","-1.15",322,"PO","BURKINA FASO"
"65522099999","10.3333333","-3.1833333",335,"GAOUA","BURKINA FASO"
"65536099999","9.387183","-5.556664",370,"KORHOGO","COTE D'IVOIRE"
"65545099999","8.05","-2.7833333",370,"BONDOUKOU SOKO","COTE D'IVOIRE"
"65557099999","6.1333333","-5.95",210,"GAGNOA","COTE D'IVOIRE"
"65560099999","6.792808","-6.473189",251,"DALOA","COTE D'IVOIRE"
"65562099999","6.65","-4.7",92,"DIMBOKRO CITY","COTE D'IVOIRE"
"65563099999","6.903167","-5.365581",213,"YAMOUSSOUKRO","COTE D'IVOIRE"
"65578099999","5.261386","-3.926294",6,"ABIDJAN FELIX HOUPHOUET BOIGNY INTERNATIONAL","COTE D'IVOIRE"
"65585099999","5.3","-3.3",39,"ADIAKE","COTE D'IVOIRE"
"65592099999","4.4166667","-7.3666667",21,"TABOU","COTE D'IVOIRE"
"65594099999","4.746717","-6.660817",8,"SAN PEDRO","COTE D'IVOIRE"
"65599099999","4.95","-6.0833333",66,"SASSANDRA DREWIN","COTE D'IVOIRE"
"67002099999","-11.533661","43.27185",28,"PRINCE SAID IBRAHIM","COMOROS"
"67005099999","-12.804722","45.281113",7,"DZAOUDZI PAMANDZI","MAYOTTE"
"67009099999","-12.3494","49.291747",114,"ARRACHART","MADAGASCAR"
"67012099999","-13.312067","48.314822",11,"FASCENE","MADAGASCAR"
"67023099999","-14.278611","50.174721",6,"SAMBAVA","MADAGASCAR"
"67027099999","-15.667144","46.351828",27,"PHILIBERT TSIRANANA","MADAGASCAR"
"67083099999","-18.796936","47.478869",1280,"IVATO","MADAGASCAR"
"67095099999","-18.109517","49.392536",7,"TOAMASINA","MADAGASCAR"
"67117099999","-20.28475","44.317614",9,"MORONDAVA","MADAGASCAR"
"67137099999","-21.441558","47.111736",1115,"FIANARANTSOA","MADAGASCAR"
"67197099999","-25.038056","46.956111",9,"TOLAGNARO","MADAGASCAR"
"67215099999","-12.986753","40.522492",101,"PEMBA","MOZAMBIQUE"
"67237099999","-15.105611","39.2818",440,"NAMPULA","MOZAMBIQUE"
"67283099999","-17.8555","36.869106",11,"QUELIMANE","MOZAMBIQUE"
"67297099999","-19.796419","34.907556",10,"BEIRA","MOZAMBIQUE"
"67341099999","-25.920836","32.572606",44,"MAPUTO","MOZAMBIQUE"
"67665099999","-15.3333333","28.45",1152,"LUSAKA INTERNATIONAL","ZAMBIA"
"67761099999","-16.519761","28.884981",520,"KARIBA INTERNATIONAL","ZIMBABWE"
"67765099999","-16.8333333","29.6166667",1344,"KAROI","ZIMBABWE"
"67775099999","-17.930219","31.094329",1490,"ROBERT GABRIEL MUGABE INTERNATIONAL HARARE","ZIMBABWE"
"67843099999","-18.095881","25.839006",1064,"VICTORIA FALLS INTERNATIONAL","ZIMBABWE"
"67861099999","-18.2166667","28.9333333",1282,"GOKWE","ZIMBABWE"
"67867099999","-19.436394","29.861911",1426,"GWERU THORNHILL","ZIMBABWE"
"67881099999","-18.5333333","32.1333333",1430,"RUSAPE","ZIMBABWE"
"67965099999","-20.021263","28.626538",1331,"J M NKOMO INTERNATIONAL BULAWAYO","ZIMBABWE"
"67975099999","-20.055333","30.859111",1096,"MASVINGO INTERNATIONAL","ZIMBABWE"
"67977099999","-21.008083","31.57855",433,"BUFFALO RANGE","ZIMBABWE"
"67983099999","-20.2","32.6166667",1132,"CHIPINGE","ZIMBABWE"
"67991099999","-22.2166667","30",457,"BEITBRIDGE","ZIMBABWE"
"68014099999","-19.602167","18.122667",1413,"GROOTFONTEIN","NAMIBIA"
"68018099999","-17.956461","19.719439",1106,"RUNDU","NAMIBIA"
"68029099999","-17.832875","25.1624",1002,"KASANE","BOTSWANA"
"68032099999","-19.972564","23.431086",943,"MAUN","BOTSWANA"
"68054099999","-21.159136","27.468492",1010,"P.G. MATANTE INTERNATIONAL AIRPORT","BOTSWANA"
"68110099999","-22.5666667","17.1",1725,"WINDHOEK EROS SAAF","NAMIBIA"
"68112099999","-22.479894","17.47095",1719,"HOSEA KUTAKO INTERNATIONAL","NAMIBIA"
"68148099999","-23.0833333","26.8",1006,"MAHALAPYE","BOTSWANA"
"68240099999","-24.555225","25.918208",1006,"SIR SERETSE KHAMA INTERNATIONAL","BOTSWANA"
"68242099999","-25.798444","25.548028",1274,"MMABATHO INTERNATIONAL","SOUTH AFRICA"
"68263099999","-25.91098","28.21045",1500,"PRETORIA IRENE","SOUTH AFRICA"
"68267099999","-26.5","29.9833333",1766,"ERMELO","SOUTH AFRICA"
"68300099999","-26.6833333","15.25",139,"LUDERITZ DIAZ POINT","NAMIBIA"
"68312099999","-26.539828","18.111447",1069,"KEETMANSHOOP","NAMIBIA"
"68368099999","-26.139166","28.246",1694,"JOHANNESBURG INTERNATIONAL","SOUTH AFRICA"
"68424099999","-28.399097","21.260239",851,"UPINGTON","SOUTH AFRICA"
"68438099999","-28.802834","24.765167",1204,"KIMBERLEY","SOUTH AFRICA"
"68442099999","-29.092722","26.302444",1359,"BLOEMFONTEIN INTERNATIONAL","SOUTH AFRICA"
"68461099999","-28.248392","28.336125",1695,"BETHLEHEM","SOUTH AFRICA"
"68487099999","-29.0833333","30.6",1029,"GREYTOWN","SOUTH AFRICA"
"68512099999","-29.689333","17.939611",820,"SPRINGBOK","SOUTH AFRICA"
"68527099999","-29.6666666","22.7333333",947,"PRIESKA","SOUTH AFRICA"
"68538099999","-30.6666667","24.0166667",1287,"DEAAR UA","SOUTH AFRICA"
"68587099999","-31.0666666","30.2333333",12,"PORT EDWARD","SOUTH AFRICA"
"68588099999","-29.970089","30.950519",10,"DURBAN INTERNATIONAL","SOUTH AFRICA"
"68591099999","-30.85","30.3333333",154,"MARGATE","SOUTH AFRICA"
"68618099999","-31.500278","19.725897",991,"CALVINIA","SOUTH AFRICA"
"68668099999","-31.547903","28.674289",732,"MTHATHA","SOUTH AFRICA"
"68712099999","-32.8333333","17.85",67,"CAPE COLUMBINE","SOUTH AFRICA"
"68714099999","-32.968889","18.160278",33,"LANGEBAANWEG AFB","SOUTH AFRICA"
"68717099999","-33.0127778","18.9772222",122,"PORTERVILLE","SOUTH AFRICA"
"68727099999","-32.35","22.55",899,"BEAUFORT WEST","SOUTH AFRICA"
"68752099999","-32.89715","27.279111",594,"BHISHO","SOUTH AFRICA"
"68816099999","-33.964806","18.601667",46,"CAPE TOWN INTERNATIONAL","SOUTH AFRICA"
"68828099999","-34.005553","22.378889",198,"GEORGE","SOUTH AFRICA"
"68842099999","-33.984919","25.617275",69,"PORT ELIZABETH INTERNATIONAL","SOUTH AFRICA"
"68858099999","-33.035569","27.825939",133,"EAST LONDON","SOUTH AFRICA"
"68906099999","-40.35","-9.8833333",54,"GOUGH ISLAND","ST. HELENA"
"68916099999","-34.35","18.5",238,"CAPE POINT","SOUTH AFRICA"
"68920099999","-34.8333333","20.0166666",14,"CAPE AGULHAS","SOUTH AFRICA"
"68928099999","-34.1833333","22.15",59,"MOSSEL BAY LGT H","SOUTH AFRICA"
"68994099999","-46.874973","37.8599463",22,"MARION ISLAND","SOUTH AFRICA"
"69015093121","34.3","-116.16667",625,"TWENTYNINE PALMS MC","UNITED STATES"
"70026027502","71.2834","-156.7815",9,"BARROW AIRPORT","UNITED STATES"
"70063727406","70.1917","-148.4772",19,"DEADHORSE","UNITED STATES"
"70086027401","70.13389","-143.57694",15,"BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT","UNITED STATES"
"70133026616","66.8667","-162.6333",9,"KOTZEBUE AIRPORT","UNITED STATES"
"70174026533","66.9175","-151.5189",193,"BETTLES AIRPORT","UNITED STATES"
"70178026529","65.175","-152.1067",68,"TANANA AIRPORT","UNITED STATES"
"70194026413","66.56667","-145.26667",136,"FORT YUKON","UNITED STATES"
"70200026617","64.5111","-165.44",4,"NOME AIRPORT","UNITED STATES"
"70204026703","63.76667","-171.73278",8,"GAMBELL AIRPORT","UNITED STATES"
"70207026627","63.88333","-160.8",6,"UNALAKLEET FIELD","UNITED STATES"
"70219026615","60.785","-161.8293",31,"BETHEL AIRPORT","UNITED STATES"
"70231026510","62.9574","-155.6103",102,"MCGRATH AIRPORT","UNITED STATES"
"70232026516","61.58159","-159.54304",26,"ANIAK AIRPORT","UNITED STATES"
"70246026512","63.88611","-152.30194",207,"MINCHUMINA AIRPORT","UNITED STATES"
"70251026528","62.32","-150.095",107,"TALKEETNA AIRPORT","UNITED STATES"
"70259026523","60.5797","-151.2391",28,"KENAI AIRPORT","UNITED STATES"
"70260026435","64.55","-149.07167",110,"NENANA MUNICIPAL AIRPORT","UNITED STATES"
"70261026411","64.8039","-147.8761",132,"FAIRBANKS INTERNATIONAL AIRPORT","UNITED STATES"
"70267026415","63.9944","-145.7214",389,"BIG DELTA AIRPORT","UNITED STATES"
"70271026425","62.1591","-145.4588",476,"GULKANA AIRPORT","UNITED STATES"
"70273026451","61.169","-150.0278",37,"ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT","UNITED STATES"
"70273526409","61.21694","-149.855",42,"ANCHORAGE MERRILL FIELD","UNITED STATES"
"70291026412","62.9617","-141.9878",522,"NORTHWAY AIRPORT","UNITED STATES"
"70296026410","60.4888","-145.4511",9,"CORDOVA AIRPORT","UNITED STATES"
"70308025713","57.1552","-170.2222",11,"SAINT PAUL ISLAND AIRPORT","UNITED STATES"
"70316025624","55.2207","-162.7324",24,"COLD BAY AIRPORT","UNITED STATES"
"70326025503","58.6829","-156.6563",20,"KING SALMON AIRPORT","UNITED STATES"
"70340025506","59.7494","-154.9089",44,"ILIAMNA AIRPORT","UNITED STATES"
"70341025507","59.642","-151.4908",20,"HOMER AIRPORT","UNITED STATES"
"70350025501","57.7511","-152.4855",24,"KODIAK AIRPORT","UNITED STATES"
"70361025339","59.512","-139.6712",10,"YAKUTAT AIRPORT","UNITED STATES"
"70362025335","59.4556","-135.3239",6,"SKAGWAY AIRPORT","UNITED STATES"
