"stationid","latitude","longitude","elevation","name","country"
"29726099999",54.3666666,81.8833333,132,"ORDYNSKOE","RUSSIA"
"29736099999",54.3333333,84.2166666,198,"MASLJANINO","RUSSIA"
"29759099999",54.3333333,89.2833333,847,"KOMMUNAR","RUSSIA"
"29766099999",54.3666666,92.1333333,282,"IDRINSKOE","RUSSIA"
"29789099999",54.2166666,96.9666666,984,"VERHNJAJA GUTARA","RUSSIA"
"29807099999",53.35,75.45,94,"ERTIS","KAZAKHSTAN"
"29813099999",53.9666666,79.2333333,144,"KRASNOOZERSK","RUSSIA"
"29814099999",53.7333333,78.0166666,115,"KARASUK","RUSSIA"
"29822099999",53.8166666,81.2666666,129,"KAMEN NA OBI","RUSSIA"
"29827099999",53.2666666,80.7666666,122,"BAEVO","RUSSIA"
"29838099999",53.363775,83.538533,255,"BARNAUL","RUSSIA"
"29846099999",53.7333333,87.1833333,308,"NOVOKUZNETSK","RUSSIA"
"29864099999",53.7166666,90.3666666,525,"UYBAT","RUSSIA"
"29869099999",53.3,92.4166666,298,"ERMAKOVSKOE","RUSSIA"
"29915099999",52.9666666,78.65,126,"SLAVGOROD","RUSSIA"
"29923099999",53.0666666,82.3,219,"REBRIHA","RUSSIA"
"29937099999",52.5166666,82.7666666,175,"ALEJSKAJA","RUSSIA"
"29939099999",52.6666666,84.9166666,225,"BIJSK ZONAL NAYA","RUSSIA"
"29956099999",52.8,89.9166666,455,"TASTYP","RUSSIA"
"30054099999",59.45,112.5833333,190,"VITIM","RUSSIA"
"30157099999",58.3166666,112.8666666,224,"MAMA","RUSSIA"
"30230099999",57.7666667,108.0666667,258,"KIRENSK","RUSSIA"
"30328099999",56.05,105.8333333,338,"ORLINGA","RUSSIA"
"30337099999",56.3166666,107.6166666,362,"KAZACHINSK","RUSSIA"
"30372099999",56.9,118.2666666,711,"CHARA","RUSSIA"
"30385099999",56.5833333,121.4833333,426,"UST NJUKZHA","RUSSIA"
"30393099999",56.8333333,124.8666667,859,"CULMAN NERIUGRI","RUSSIA"
"30405099999",55.3833333,101.0333333,423,"TANGUJ","RUSSIA"
"30433099999",55.7833333,109.55,487,"NIZHNEANGARSK","RUSSIA"
"30455099999",55.4666666,113.6166666,1097,"UAKIT","RUSSIA"
"30493099999",55.9666666,124.8833333,861,"NAGORNYJ","RUSSIA"
"30499099999",55.1833333,124.6666666,528,"TYNDA","RUSSIA"
"30504099999",54.6,100.6333333,522,"TULUN","RUSSIA"
"30521099999",54.8,105.1666666,418,"ZHIGALOVO","RUSSIA"
"30526099999",54.4833333,107.0666666,651,"TIRKA","RUSSIA"
"30554099999",54.4833333,113.5833333,995,"BAGDARIN","RUSSIA"
"30603099999",53.9333333,102.05,458,"ZIMA","RUSSIA"
"30612099999",54,103.0666666,427,"BALAGANSK","RUSSIA"
"30622099999",53.9666666,105.9,533,"KACUG","RUSSIA"
"30627099999",53.1,105.5333333,762,"BAJANDAJ","RUSSIA"
"30635099999",53.4166666,109.0166666,461,"UST BARGUZIN","RUSSIA"
"30650099999",53.2,112.7833333,923,"ROMANOVKA","RUSSIA"
"30664099999",53.5333333,115.6166666,811,"TUNGOKOCEN","RUSSIA"
"30673099999",53.75,119.7333333,625,"MOGOCHA","RUSSIA"
"30683099999",53.9666666,121.9333333,522,"EROFEJ PAVLOVIC","RUSSIA"
"30686099999",53.4666666,122.4,295,"IGNASINO","RUSSIA"
"30695099999",53.4666666,123.9,266,"DZALINDA","RUSSIA"
"30703099999",52.9666666,101.9833333,543,"INGA","RUSSIA"
"30731099999",52.9833333,108.2833333,487,"GORJACINSK","RUSSIA"
"30739099999",52.1666666,109.7833333,666,"HORINSK","RUSSIA"
"30741099999",52.7666666,109.9666666,1286,"ZAMAKTA","RUSSIA"
"30745099999",52.5333333,111.55,952,"SOSNOVO OZERSKOE","RUSSIA"
"30758099999",52.026317,113.305556,692,"KADALA","RUSSIA"
"30764099999",52.65,115.1666666,646,"USUGLI","RUSSIA"
"30777099999",52.2333333,117.7,525,"SRETENSK","RUSSIA"
"30781099999",52.75,120.0333333,370,"URJUPINO","RUSSIA"
"30802099999",51.6833333,100.9833333,1304,"MONDY","RUSSIA"
"30822099999",51.7166666,105.85,467,"BABUSKIN","RUSSIA"
"30823099999",51.807764,107.437644,515,"MUKHINO","RUSSIA"
"30829099999",51.1,106.65,556,"NOVOSELENGINSK","RUSSIA"
"30838099999",51.3166666,108.8666666,806,"PETROVSKIJ ZAVOD","RUSSIA"
"30844099999",51.35,110.4666666,802,"HILOK","RUSSIA"
"30846099999",51.35,112.4666666,743,"ULETY","RUSSIA"
"30859099999",51.1,114.5166666,681,"AGINSKOE","RUSSIA"
"30862099999",51.8666666,116.0333333,597,"SHILKA","RUSSIA"
"30879099999",51.3166666,119.6166666,619,"NERCHINSKIJ ZAVOD","RUSSIA"
"30925099999",50.3666666,106.45,797,"KJAHTA","RUSSIA"
"30935099999",50.3666666,108.75,771,"KRASNYJ CHIKOJ","RUSSIA"
"30949099999",49.5666666,111.9666666,908,"KYRA","RUSSIA"
"30957099999",50.2666666,113.2666666,732,"AKSA","RUSSIA"
"30961099999",50.95,115.5833333,640,"OLOVJANNAJA","RUSSIA"
"30965099999",50.4,116.5166666,676,"BORZYA","RUSSIA"
"30971099999",50.9166666,117.9333333,807,"ALEKSANDROVSKIJ ZAVOD","RUSSIA"
"30975099999",50.3333333,119.0666666,521,"PRIARGUNSK","RUSSIA"
"30978099999",49.8333333,118.3833333,550,"KAJLASTUJ","RUSSIA"
"31004099999",58.6166666,125.3666666,679,"ALDAN","RUSSIA"
"31054099999",59.1833333,135.15,212,"UST JUDOMA","RUSSIA"
"31088099999",59.3666666,143.2,6,"OHOTSK","RUSSIA"
"31123099999",57.7666666,130.9,255,"CJUL BJU","RUSSIA"
"31137099999",56.2833333,131.1333333,850,"TOKO","RUSSIA"
"31152099999",57.65,136.15,318,"NEL KAN","RUSSIA"
"31168099999",56.45,138.15,8,"AYAN","RUSSIA"
"31174099999",54.8333333,137.5333333,21,"BOL SHOJ SHANTAR","RUSSIA"
"31253099999",54.7166666,128.8666666,364,"BOMNAK","RUSSIA"
"31295099999",53.4666666,125.8166666,370,"MAGDAGACI","RUSSIA"
"31300099999",53.7,127.3,229,"ZEJA","RUSSIA"
"31329099999",53.0666667,132.9333333,543,"EKIMCAN","RUSSIA"
"31348099999",53.05,136.0333333,153,"BURUKAN","RUSSIA"
"31369099999",53.15,140.7,68,"NIKOLAEVSK ON AMUR","RUSSIA"
"31371099999",52.7833333,126,210,"CHERNJAEVO","RUSSIA"
"31388099999",52.35,129.9166666,208,"NORSK","RUSSIA"
"31416099999",52.4166666,136.5,73,"IM POLINY OSIPENKO","RUSSIA"
"31418099999",52.2833333,135.8,201,"VESELAJA GORKA","RUSSIA"
"31439099999",52.3833333,140.4666666,35,"BOGORODSKOE","RUSSIA"
"31442099999",51.9833333,127.65,281,"SIMANOVSK","RUSSIA"
"31445099999",51.45,128.1166666,197,"SVOBODNYJ","RUSSIA"
"31474099999",51.6333333,133.2666666,384,"UST UMAL TA","RUSSIA"
"31478099999",52.2666666,133.9833333,902,"SOFIJSKIJ PRIISK","RUSSIA"
"31484099999",51.4166666,135.0833333,269,"HULARIN","RUSSIA"
"31489099999",51.2,136.8,92,"GORIN","RUSSIA"
"31510099999",50.2833333,127.4833333,169,"BLAGOVESCENSK","RUSSIA"
"31521099999",50.7833333,129.3333333,227,"BRATOLJUBOVKA","RUSSIA"
"31527099999",50.1166666,129.4666666,241,"ZAVITAJA","RUSSIA"
"31532099999",50.8666666,132.25,272,"CEKUNDA","RUSSIA"
"31534099999",50.4333333,131.0166666,230,"SEKTAGLI","RUSSIA"
"31538099999",50.0666666,132.1333333,347,"SUTUR","RUSSIA"
"31587099999",49.6166666,128.65,115,"POJARKOVO","RUSSIA"
"31594099999",49.4166666,130.0833333,135,"ARHARA","RUSSIA"
"31624099999",49.4,133.2333333,198,"URMI","RUSSIA"
"31632099999",49.9333333,134.6333333,283,"KUR","RUSSIA"
"31655099999",49.45,136.5666667,29,"TROICKOE","RUSSIA"
"31702099999",49,131.0833333,257,"OBLUC E","RUSSIA"
"31707099999",47.7333333,130.9666666,73,"EKATERINO NIKOL SKOE","RUSSIA"
"31713099999",48.7333333,132.95,80,"BIROBIDZHAN","RUSSIA"
"31725099999",48.6166666,133.8333333,52,"SMIDOVICH","RUSSIA"
"31735099999",48.528044,135.188361,75,"NOVY","RUSSIA"
"31754099999",48.6,137.05,403,"TIVJAKU","RUSSIA"
"31801099999",47.6666666,136.1833333,180,"GVASJUGI","RUSSIA"
"31825099999",47.6,138.4,165,"AGZU","RUSSIA"
"31832099999",46.8,134.2666666,68,"BIKIN","RUSSIA"
"31845099999",46.5333333,135.3166666,130,"KRASNYJ JAR","RUSSIA"
"31866099999",46.5333333,138.3333333,4,"SOSUNOVO","RUSSIA"
"31873099999",45.8666666,133.7333333,101,"DAL NERECHENSK","RUSSIA"
"31878099999",45.1,133.5,98,"KIROVSKIJ","RUSSIA"
"31909099999",45,136.6,68,"TERNEJ","RUSSIA"
"31915099999",44.4,131.3833333,211,"POGRANICHNYJ","RUSSIA"
"31921099999",44.7166666,132.0666666,78,"ASTRAHANKA","RUSSIA"
"31939099999",44.15,133.8666666,259,"CUGUEVKA","RUSSIA"
"31959099999",44.3666666,135.85,34,"RUDNAJA PRISTAN","RUSSIA"
"31960099999",43.1166666,131.9333333,183,"VLADIVOSTOK","RUSSIA"
"31969099999",42.65,130.8,35,"POS ET","RUSSIA"
"31981099999",43.9666666,133.0666666,188,"ANUCINO","RUSSIA"
"31987099999",43.15,133.0166666,208,"PARTIZANSK","RUSSIA"
"31989099999",42.9,133.9,43,"PREOBRAZHENIE","RUSSIA"
"32027099999",52.2166666,141.6333333,6,"POGIBI","RUSSIA"
"32053099999",51.9166666,143.1333333,34,"NOGLIKI","RUSSIA"
"32061099999",50.9,142.1666666,31,"ALEKSANDROVSK SAHALINSKIJ","RUSSIA"
"32069099999",50.05,142.1666666,4,"PIL VO","RUSSIA"
"32076099999",50.4,143.7666666,8,"POGRANICHNOE","RUSSIA"
"32098099999",49.2166666,143.1,8,"PORONAJSK","RUSSIA"
"32121099999",47.9833333,142.2,18,"ILYINSKIY","RUSSIA"
"32128099999",47.05,142.05,44,"HOLMSK","RUSSIA"
"32150099999",46.888672,142.717531,18,"KHOMUTOVO","RUSSIA"
"32165099999",44.0166666,145.8666666,49,"JUZHNO KURIL SK","RUSSIA"
"32215099999",50.6833333,156.1333333,23,"SEVERO KURIL SK","RUSSIA"
"32408099999",56.2166666,162.7166666,27,"UST KAMCHATSK","RUSSIA"
"32411099999",55.5833333,155.5833333,6,"ICA","RUSSIA"
"32509099999",54.1166666,159.9833333,27,"SEMYACHIK","RUSSIA"
"32594099999",51.4833333,156.4833333,28,"OZERNAJA","RUSSIA"
"33008099999",52.108334,23.898056,143,"BREST","BELARUS"
"33019099999",52.1166666,26.1166666,142,"PINSK","BELARUS"
"33027099999",52.2166666,27.8666666,137,"ZHITCKOVICHI","BELARUS"
"33036099999",52.0363889,29.1666666,190,"MOZYR","BELARUS"
"33041099999",52.527022,31.016692,144,"GOMEL","BELARUS"
"33088099999",51.2833333,26.6166666,156,"SARNY","UKRAINE"
"33135099999",51.4666666,31.25,141,"CHERNIHIV","UKRAINE"
"33177099999",50.8333333,24.3166666,194,"VOLODYMYR VOLYNS KYI","UKRAINE"
"33261099999",51.2333333,33.2,149,"KONOTOP","UKRAINE"
"33275099999",50.85,34.6666666,181,"SUMY","UKRAINE"
"33301099999",50.607142,26.141622,230,"RIVNE INTERNATIONAL","UKRAINE"
"33317099999",50.1666666,27.0333333,278,"SHEPETIVKA","UKRAINE"
"33325099999",50.2333333,28.7333333,224,"ZHYTOMYR","UKRAINE"
"33345099999",50.401944,30.451111,179,"ZHULIANY INTERNATIONAL","UKRAINE"
"33377099999",50,33.0166666,158,"LUBNY","UKRAINE"
"33393099999",49.8125,23.956111,326,"LVIV INTERNATIONAL","UKRAINE"
"33415099999",49.5333333,25.6666666,329,"TERNOPIL","UKRAINE"
"33429099999",49.4333333,26.9833333,350,"KHMEL NYTS KYI","UKRAINE"
"33466099999",49.6666666,31,153,"MYRONIVKA","UKRAINE"
"33506099999",49.6,34.55,160,"POLTAVA","UKRAINE"
"33562099999",49.2333333,28.6,298,"VINNYTSIA","UKRAINE"
"33587099999",48.7666666,30.2333333,216,"UMAN","UKRAINE"
"33614099999",49.05,33.25,84,"SVITLOVODS K","UKRAINE"
"33631099999",48.6333333,22.2666666,124,"UZHHOROD","UKRAINE"
"33658099999",48.3666666,25.9,246,"CHERNIVTSI","UKRAINE"
"33663099999",48.45,27.7833333,78,"MOHYLIV PODIL S KYI","UKRAINE"
"33711099999",48.5166666,32.2,171,"KIROVOHRAD","UKRAINE"
"33761099999",47.85,30.2666666,183,"LIUBASHIVKA","UKRAINE"
"33791099999",48.0333333,33.2166666,124,"KRYVYI RIH","UKRAINE"
"33815099999",47.0166666,28.9833333,173,"CHISINAU","MOLDOVA"
"33837099999",46.426767,30.676464,52,"ODESA INTERNATIONAL","UKRAINE"
"33902099999",46.6333333,32.5666666,54,"KHERSON","UKRAINE"
"33924099999",45.5166666,32.7,10,"CHORNOMORS KE","UKRAINE"
"33946099999",44.6833333,34.1333333,181,"SIMFEROPOL","UKRAINE"
"33983099999",45.4,36.4166666,49,"KERCH","UKRAINE"
"34009099999",51.7666666,36.1666666,247,"KURSK","RUSSIA"
"34152099999",51.55,43.15,159,"BALASHOV","RUSSIA"
"34186099999",51.3666666,48.3,111,"ERSHOV","RUSSIA"
"34247099999",50.4166666,41.05,92,"KALAC","RUSSIA"
"34300099999",49.924786,36.289986,155,"OSNOVA INTERNATIONAL","UKRAINE"
"34336099999",49.9333333,40.5666666,84,"BOGUCAR","RUSSIA"
"34391099999",50.15,48.55,25,"ALEKSANDROV GAJ","RUSSIA"
"34398099999",49.6666666,49.4833333,10,"ZHALPAKTAL","KAZAKHSTAN"
"34415099999",49.1833333,37.3,78,"IZIUM","UKRAINE"
"34504099999",48.6,34.9666666,143,"DNIPROPETROVS K","UKRAINE"
"34601099999",47.867003,35.315692,114,"ZAPORIZHZHIA INTERNATIONAL","UKRAINE"
"34691099999",47.9,48.8,-10,"NOVYJ USHTOGAN","KAZAKHSTAN"
"34712099999",47.0333333,37.5,70,"MARIUPOL","UKRAINE"
"34798099999",46.6,49.2666666,-23,"GANJUSHKINO","KAZAKHSTAN"
"34838099999",45.85,40.0833333,78,"TIHORECK","RUSSIA"
"34858099999",45.916667,43.35,87,"DIVNOE","RUSSIA"
"34861099999",46.3666666,44.3333333,153,"ELISTA","RUSSIA"
"35026099999",52.2166666,57.4522222,521,"ZILAIR","RUSSIA"
"35037099999",51.8666666,58.1833333,341,"AK JAR","RUSSIA"
"35067099999",51.8833333,66.3333333,221,"ESIL","KAZAKHSTAN"
"35078099999",51.8166666,68.3666666,304,"ATBASAR","KAZAKHSTAN"
"35085099999",52,70.95,384,"AKKOL","KAZAKHSTAN"
"35121099999",51.795786,55.456744,118,"ORENBURG","RUSSIA"
"35173099999",51.6166666,69.8,305,"ZHALTYR","KAZAKHSTAN"
"35217099999",50.25,52.5666666,32,"DZHAMBEJTY","KAZAKHSTAN"
"35302099999",50.2,51.1666666,17,"CHAPAEVO","KAZAKHSTAN"
"35358099999",49.634722,63.482222,133,"TORGAI","KAZAKHSTAN"
"35406099999",49.05,51.8666666,2,"TAIPAK","KAZAKHSTAN"
"35416099999",49.0666666,54.6833333,128,"UIL","KAZAKHSTAN"
"35426099999",49.15,57.1166666,234,"TEMIR","KAZAKHSTAN"
"35497099999",48.85,72.8666666,656,"ZHARYK","KAZAKHSTAN"
"35532099999",48.6333333,58.5,398,"MUGODZARSKAJA","KAZAKHSTAN"
"35576099999",48.3,69.65,361,"KZYLZHAR","KAZAKHSTAN"
"35671099999",47.8,67.7166666,346,"ZHEZKAZGAN","KAZAKHSTAN"
"35699099999",47.45,74.8166666,620,"BEKTAUATA","KAZAKHSTAN"
"35700099999",47.1166666,51.9166666,-22,"ATYRAU","KAZAKHSTAN"
"35746099999",46.7833333,61.6666667,56,"ARALSK","KAZAKHSTAN"
"35796099999",46.8,75.0833333,350,"BALHASH","KAZAKHSTAN"
"35849099999",45.7666666,62.1166666,68,"KAZALY","KAZAKHSTAN"
"35925099999",45.4,56.1166666,88,"SAM","KAZAKHSTAN"
"35953099999",45.5,64.0833333,103,"ZHOSALY","KAZAKHSTAN"
"35969099999",45.25,67.0666666,138,"ZLIKHA","KAZAKHSTAN"
"36020099999",52.4833333,80.1666666,158,"RODINO","RUSSIA"
"36021099999",52.25,79.1833333,142,"KLJUCI","RUSSIA"
"36022099999",52.0166666,80.3666666,208,"VOLCIHA","RUSSIA"
"36034099999",51.5755556,81.2166666,219,"RUBCOVSK","RUSSIA"
"36038099999",51.15,82.2,355,"ZMEINOGORSK","RUSSIA"
"36058099999",51.4333333,86,420,"CEMAL","RUSSIA"
"36061099999",52.25,87.1166666,326,"TUROCAK","RUSSIA"
"36064099999",51.7666666,87.6,480,"YAJLJU","RUSSIA"
"36096099999",51.7166666,94.5,628,"KYZYL","RUSSIA"
"36152099999",50.8666666,78.35,149,"SEMIJARKA","KAZAKHSTAN"
"36177099999",50.4166666,80.3,196,"SEMIPALATINSK","KAZAKHSTAN"
"36208099999",50.3333333,83.55,811,"LENINOGORSK","KAZAKHSTAN"
"36259099999",50.0166666,88.6833333,1759,"KOSH AGACH","RUSSIA"
"36397099999",49.2166666,81.2166666,455,"ZHANGIZTOBE","KAZAKHSTAN"
"36428099999",49.2,84.5166666,401,"ULKEN NARYN","KAZAKHSTAN"
"36535099999",48.75,82.3666666,512,"KOKPEKTY","KAZAKHSTAN"
"36639099999",47.1166666,81.6166666,491,"URZHAR","KAZAKHSTAN"
"36859099999",44.1666666,80.0666666,645,"ZHARKENT","KAZAKHSTAN"
"36870099999",43.2333333,76.9333333,851,"ALMATY","KAZAKHSTAN"
"36911099999",42.8333333,75.2833333,817,"TOKMAK","KYRGYZSTAN"
"36974099999",41.4333333,76,2041,"NARYN","KYRGYZSTAN"
"36982099999",41.8833333,78.2333333,3639,"TIAN SHAN","KYRGYZSTAN"
"37031099999",44.9833333,41.1166666,159,"ARMAVIR","RUSSIA"
"37054099999",44.225072,43.081889,321,"MINERALNYYE VODY","RUSSIA"
"37171099999",43.449928,39.956589,27,"SOCHI","RUSSIA"
"37228099999",43.0333333,44.6833333,703,"VLADIKAVKAZ","RUSSIA"
"37472099999",43,47.5,-19,"MAHACHKALA","RUSSIA"
"37549099999",41.75,44.7666666,427,"TBILISI LOCHINI AIRPORT","GEORGIA"
"37575099999",41.6666666,46.65,490,"ZAKATALA","AZERBAIJAN"
"37735099999",40.7166666,46.4166666,309,"GANDJA","AZERBAIJAN"
"37985099999",38.7333333,48.8333333,-12,"LANKARAN","AZERBAIJAN"
"38001099999",43.86005,51.091978,22,"AKTAU","KAZAKHSTAN"
"38062099999",44.7666667,65.5333333,129,"KZYL ORDA","KAZAKHSTAN"
"38149099999",43.0833333,58.9333333,64,"KUNGRAD","UZBEKISTAN"
"38178099999",43.15,64.3333333,234,"AK BAJTAL","UZBEKISTAN"
"38198099999",43.2666666,68.2166666,207,"TURKESTAN","KAZAKHSTAN"
"38222099999",43.7,73.7833333,456,"TOLE BI","KAZAKHSTAN"
"38232099999",42.9666666,54.1166666,78,"AKKUDUK","KAZAKHSTAN"
"38262099999",42.95,59.8166666,66,"CHIMBAJ","UZBEKISTAN"
"38264099999",42.45,59.6166666,77,"NUKUS","UZBEKISTAN"
"38341099999",42.85,71.3,652,"TARAZ","KAZAKHSTAN"
"38345099999",42.5166666,72.2166666,1218,"TALAS","KYRGYZSTAN"
"38353099999",42.85,74.5333333,760,"BISHKEK","KYRGYZSTAN"
"38388099999",41.0333333,57.7666666,62,"EKEZHE","TURKMENISTAN"
"38392099999",41.75,59.8166667,82,"DASHKHOVUZ","TURKMENISTAN"
"38396099999",41.5666666,60.6333333,101,"URGENCH","UZBEKISTAN"
"38403099999",41.75,62.4666666,98,"BUZAUBAJ","UZBEKISTAN"
"38413099999",41.7333333,64.6166667,238,"TAMDY BULAK","UZBEKISTAN"
"38439099999",41.3666666,68,275,"SHARDARA","KAZAKHSTAN"
"38457099999",41.257861,69.281186,432,"YUZHNY","UZBEKISTAN"
"38462099999",41.9,70.3666666,1258,"PSKEM","UZBEKISTAN"
"38507099999",40.0333333,52.9833333,90,"TURKMENBASHI","TURKMENISTAN"
"38545099999",40.4666666,62.2833333,142,"DARGANATA","TURKMENISTAN"
"38565099999",40.55,65.6833333,485,"NURATA","UZBEKISTAN"
"38579099999",40.1166667,67.8333333,345,"DZIZAK","UZBEKISTAN"
"38583099999",40.8166666,68.6833333,264,"SYR DAR JA","UZBEKISTAN"
"38599099999",40.2166666,69.7333333,427,"KHUDJANT","TAJIKISTAN"
"38611099999",40.9833333,71.5833333,474,"NAMANGAN","UZBEKISTAN"
"38613099999",40.9166666,72.95,765,"DZHALAL ABAD","KYRGYZSTAN"
"38618099999",40.3666666,71.75,604,"FERGANA AIRPORT","UZBEKISTAN"
"38647099999",39.25,55.5166666,31,"GAZANDZHYK","TURKMENISTAN"
"38656099999",39.3166666,58.6,87,"ERBENT","TURKMENISTAN"
"38683099999",39.7166666,64.6166666,226,"BUHARA","UZBEKISTAN"
"38687099999",39.0833333,63.6,190,"CHARDZHEV","TURKMENISTAN"
"38696099999",39.700547,66.983829,678,"SAMARKAND","UZBEKISTAN"
"38713099999",39.9,68.9833333,1005,"URA TYUBE","TAJIKISTAN"
"38750099999",37.4666666,53.9666666,-22,"ESENGULY","TURKMENISTAN"
"38763099999",38.9833333,56.2833333,92,"GYZYLARBAT","TURKMENISTAN"
"38774099999",38.4333333,57.4166666,159,"BAKHERDEN","TURKMENISTAN"
"38799099999",38.0833333,62.8,185,"UCHADZHY","TURKMENISTAN"
"38806099999",38.4666666,64.3666666,212,"BYRDALYK","TURKMENISTAN"
"38812099999",38.8,65.7166666,376,"KARSHI","UZBEKISTAN"
"38836099999",38.543333,68.825,785,"DUSHANBE","TAJIKISTAN"
"38880099999",37.986814,58.360967,211,"ASHGABAT","TURKMENISTAN"
"38886099999",37.3833333,60.5166666,186,"TEDZHEN","TURKMENISTAN"
"38895099999",37.6,62.1833333,240,"BAJRAMALY","TURKMENISTAN"
"38911099999",37.8333333,65.2,240,"KERKI","TURKMENISTAN"
"38915099999",37.5166666,66.0166666,265,"CARSANGA","TURKMENISTAN"
"38927099999",37.286667,67.31,313,"TERMEZ","UZBEKISTAN"
"38933099999",37.8166666,68.7833333,429,"KURGAN TYUBE","TAJIKISTAN"
"38944099999",37.4833333,69.3833333,448,"PARKHAR","TAJIKISTAN"
"38954099999",37.5,71.5,2077,"KHOROG","TAJIKISTAN"
"38974099999",36.5333333,61.2166666,275,"SARAGT","TURKMENISTAN"
"38987099999",35.2833333,62.35,625,"GYSHGY","TURKMENISTAN"
"40001099999",37.020625,41.191394,451,"KAMISHLY","SYRIA"
"40007099999",36.180675,37.224358,389,"ALEPPO INTERNATIONAL","SYRIA"
"40022099999",35.5333333,35.7666666,7,"LATTAKIA","SYRIA"
"40025099999",35.401094,35.948681,48,"BASSEL AL ASSAD INTERNATIONAL","SYRIA"
"40030099999",35.1166666,36.75,303,"HAMA","SYRIA"
"40066099999",34.8166666,36.1333333,359,"SAFITA","SYRIA"
"40080099999",33.411522,36.515558,616,"DAMASCUS INTERNATIONAL","SYRIA"
"40100099999",33.820931,35.488389,27,"RAFIC HARIRI INTERNATIONAL","LEBANON"
"40101099999",33.8166666,35.85,920,"HOUCHE AL OUMARA","LEBANON"
"40103099999",34.45,35.8,5,"TRIPOLI","LEBANON"
"40155099999",32.809444,35.043056,9,"HAIFA","ISRAEL"
"40180099999",32.011389,34.886667,41,"BEN GURION","ISRAEL"
"40199099999",29.561281,34.960081,13,"EILAT","ISRAEL"
"40250099999",32.539217,38.194986,686,"H4","JORDAN"
"40255099999",32.55,35.85,619,"IRBID MET","JORDAN"
"40260099999",32.160747,37.149383,677,"PRINCE HASAN","JORDAN"
"40265099999",32.356353,36.259181,683,"KING HUSSEIN","JORDAN"
"40270099999",31.972703,35.991569,779,"MARKA INTERNATIONAL","JORDAN"
"40272099999",31.722556,35.993214,730,"QUEEN ALIA INTERNATIONAL","JORDAN"
"40310099999",30.1666666,35.7833333,1069,"MA AN","JORDAN"
"40340099999",29.611619,35.018067,53,"AQABA KING HUSSEIN INTERNATIONAL","JORDAN"
"40356099999",31.692683,38.7312,854,"TURAIF","SAUDI ARABIA"
"40357099999",30.906589,41.138217,553,"ARAR","SAUDI ARABIA"
"40360099999",31.411942,37.279469,510,"GURIAT","SAUDI ARABIA"
"40361099999",29.785133,40.100006,689,"AL JOUF","SAUDI ARABIA"
"40362099999",29.626419,43.490614,449,"RAFHA","SAUDI ARABIA"
"40373099999",28.335192,46.125069,358,"QAISUMAH","SAUDI ARABIA"
"40375099999",28.365417,36.618889,778,"TABUK","SAUDI ARABIA"
"40377099999",27.900917,45.528194,412,"KING KHALED MILITARY CITY","SAUDI ARABIA"
"40394099999",27.437917,41.686292,1015,"HAIL","SAUDI ARABIA"
"40400099999",26.198553,36.476381,20,"WEJH","SAUDI ARABIA"
"40405099999",26.3,43.7666666,648,"GASSIM","SAUDI ARABIA"
"40416099999",26.265417,50.152027,26,"KING ABDULAZIZ AB","SAUDI ARABIA"
"40420099999",25.285306,49.485189,179,"AL AHSA","SAUDI ARABIA"
"40430099999",24.553422,39.705061,656,"PRINCE MOHAMMAD BIN ABDULAZIZ","SAUDI ARABIA"
"40437099999",24.95764,46.698776,625,"KING KHALED INTERNATIONAL","SAUDI ARABIA"
"40438099999",24.721944,46.724722,635,"KING SALMAN AB","SAUDI ARABIA"
"40439099999",24.144244,38.06335,8,"YENBO","SAUDI ARABIA"
"40582099999",29.226567,47.968928,63,"KUWAIT INTERNATIONAL",NULL
"40701099999",39.3333333,44.4333333,1411,"MAKKO","IRAN"
"40703099999",38.427453,44.973575,1213,"KHOY","IRAN"
"40704099999",38.4333333,47.0666666,1390,"AHAR","IRAN"
"40706099999",38.133889,46.235,1359,"TABRIZ INTERNATIONAL","IRAN"
"40710099999",37.9333333,47.5333333,1682,"SARAB","IRAN"
"40712099999",37.668167,45.068667,1324,"UROMIYEH","IRAN"
"40713099999",37.35,46.1666667,1478,"MARAGHEH","IRAN"
"40718099999",37.4666666,49.4666666,-26,"ANZALI","IRAN"
"40719099999",37.325431,49.605708,-12,"RASHT","IRAN"
"40729099999",36.773783,48.359114,1640,"ZANJAN","IRAN"
"40731099999",36.240058,50.047117,1275,"GHAZVIN","IRAN"
"40732099999",36.909908,50.679589,-21,"RAMSAR","IRAN"
"40736099999",36.7166666,52.65,-21,"BABULSAR","IRAN"
"40738099999",36.909381,54.401339,-7,"GORGAN","IRAN"
"40739099999",36.4166666,54.95,1345,"SHAHRUD","IRAN"
"40740099999",37.0666666,58.5,1287,"GHUCHAN","IRAN"
"40743099999",36.168411,57.595072,908,"SABZEVAR","IRAN"
"40745099999",36.235195,59.640972,995,"MASHHAD INTERNATIONAL","IRAN"
"40747099999",35.246936,47.009011,1378,"SANANDAJ","IRAN"
"40754099999",35.689167,51.313416,1208,"MEHRABAD INTERNATIONAL","IRAN"
"40757099999",35.591094,53.495086,1117,"SEMNAN","IRAN"
"40762099999",35.2666666,59.2166666,1451,"TORBAT HEYDARIEH","IRAN"
"40766099999",34.345853,47.158125,1306,"SHAHID ASHRAFI ESFAHANI","IRAN"
"40769099999",34.138069,49.847297,1662,"ARAK","IRAN"
"40785099999",33.895333,51.577044,1056,"KASHAN","IRAN"
